,Family name,Family,Subfamily,Common name,Scientific name,2022 IUCN Red List category
4990,Furnariidae,Ovenbirds,Dendrocolaptinae,Tawny-winged Woodcreeper,Dendrocincla anabatina,LC
4991,Furnariidae,Ovenbirds,Dendrocolaptinae,Plain-brown Woodcreeper,Dendrocincla fuliginosa,LC
4992,Furnariidae,Ovenbirds,Dendrocolaptinae,Plain-winged Woodcreeper,Dendrocincla turdina,LC
4993,Furnariidae,Ovenbirds,Dendrocolaptinae,Wedge-billed Woodcreeper,Glyphorynchus spirurus,LC
4994,Furnariidae,Ovenbirds,Dendrocolaptinae,Cinnamon-throated Woodcreeper,Dendrexetastes rufigula,LC
4995,Furnariidae,Ovenbirds,Dendrocolaptinae,Long-billed Woodcreeper,Nasica longirostris,LC
4996,Furnariidae,Ovenbirds,Dendrocolaptinae,Western Barred Woodcreeper,Dendrocolaptes sanctithomae,LC
4997,Furnariidae,Ovenbirds,Dendrocolaptinae,Eastern Barred Woodcreeper,Dendrocolaptes punctipectus,VU
4998,Furnariidae,Ovenbirds,Dendrocolaptinae,Amazonian Barred Woodcreeper,Dendrocolaptes certhia,LC
4999,Furnariidae,Ovenbirds,Dendrocolaptinae,Hoffmanns's Woodcreeper,Dendrocolaptes hoffmannsi,VU
5000,Furnariidae,Ovenbirds,Dendrocolaptinae,Black-banded Woodcreeper,Dendrocolaptes picumnus,LC
5001,Furnariidae,Ovenbirds,Dendrocolaptinae,Planalto Woodcreeper,Dendrocolaptes platyrostris,LC
5002,Furnariidae,Ovenbirds,Dendrocolaptinae,Red-billed Woodcreeper,Hylexetastes perrotii,LC
5003,Furnariidae,Ovenbirds,Dendrocolaptinae,Bar-bellied Woodcreeper,Hylexetastes stresemanni,LC
5004,Furnariidae,Ovenbirds,Dendrocolaptinae,White-throated Woodcreeper,Xiphocolaptes albicollis,LC
5005,Furnariidae,Ovenbirds,Dendrocolaptinae,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,LC
5006,Furnariidae,Ovenbirds,Dendrocolaptinae,Moustached Woodcreeper,Xiphocolaptes falcirostris,VU
5007,Furnariidae,Ovenbirds,Dendrocolaptinae,Great Rufous Woodcreeper,Xiphocolaptes major,LC
5008,Furnariidae,Ovenbirds,Dendrocolaptinae,Striped Woodcreeper,Xiphorhynchus obsoletus,LC
5009,Furnariidae,Ovenbirds,Dendrocolaptinae,Atlantic Woodcreeper,Xiphorhynchus atlanticus,VU
5010,Furnariidae,Ovenbirds,Dendrocolaptinae,Lesser Woodcreeper,Xiphorhynchus fuscus,LC
5011,Furnariidae,Ovenbirds,Dendrocolaptinae,Chestnut-rumped Woodcreeper,Xiphorhynchus pardalotus,LC
5012,Furnariidae,Ovenbirds,Dendrocolaptinae,Ocellated Woodcreeper,Xiphorhynchus ocellatus,LC
5013,Furnariidae,Ovenbirds,Dendrocolaptinae,Line-crowned Woodcreeper,Xiphorhynchus beauperthuysii,LC
5014,Furnariidae,Ovenbirds,Dendrocolaptinae,Tschudi's Woodcreeper,Xiphorhynchus chunchotambo,LC
5015,Furnariidae,Ovenbirds,Dendrocolaptinae,Elegant Woodcreeper,Xiphorhynchus elegans,LC
5016,Furnariidae,Ovenbirds,Dendrocolaptinae,Spix's Woodcreeper,Xiphorhynchus spixii,LC
5017,Furnariidae,Ovenbirds,Dendrocolaptinae,Cocoa Woodcreeper,Xiphorhynchus susurrans,LC
5018,Furnariidae,Ovenbirds,Dendrocolaptinae,Buff-throated Woodcreeper,Xiphorhynchus guttatus,LC
5019,Furnariidae,Ovenbirds,Dendrocolaptinae,Lafresnaye's Woodcreeper,Xiphorhynchus guttatoides,LC
5020,Furnariidae,Ovenbirds,Dendrocolaptinae,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,LC
5021,Furnariidae,Ovenbirds,Dendrocolaptinae,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,LC
5022,Furnariidae,Ovenbirds,Dendrocolaptinae,Northern Spotted Woodcreeper,Xiphorhynchus erythropygius,LC
5023,Furnariidae,Ovenbirds,Dendrocolaptinae,Southern Spotted Woodcreeper,Xiphorhynchus aequatorialis,LC
5024,Furnariidae,Ovenbirds,Dendrocolaptinae,Olive-backed Woodcreeper,Xiphorhynchus triangularis,LC
5025,Furnariidae,Ovenbirds,Dendrocolaptinae,Straight-billed Woodcreeper,Dendroplex picus,LC
5026,Furnariidae,Ovenbirds,Dendrocolaptinae,Zimmer's Woodcreeper,Dendroplex kienerii,NT
5027,Furnariidae,Ovenbirds,Dendrocolaptinae,Black-billed Scythebill,Campylorhamphus falcularius,LC
5028,Furnariidae,Ovenbirds,Dendrocolaptinae,Brown-billed Scythebill,Campylorhamphus pusillus,LC
5029,Furnariidae,Ovenbirds,Dendrocolaptinae,Red-billed Scythebill,Campylorhamphus trochilirostris,LC
5030,Furnariidae,Ovenbirds,Dendrocolaptinae,Curve-billed Scythebill,Campylorhamphus procurvoides,LC
5031,Furnariidae,Ovenbirds,Dendrocolaptinae,Tapajos Scythebill,Campylorhamphus probatus,LC
5032,Furnariidae,Ovenbirds,Dendrocolaptinae,Xingu Scythebill,Campylorhamphus multostriatus,NT
5033,Furnariidae,Ovenbirds,Dendrocolaptinae,Greater Scythebill,Drymotoxeres pucheranii,NT
5034,Furnariidae,Ovenbirds,Dendrocolaptinae,Scimitar-billed Woodcreeper,Drymornis bridgesii,LC
5035,Furnariidae,Ovenbirds,Dendrocolaptinae,Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,LC
5036,Furnariidae,Ovenbirds,Dendrocolaptinae,Lineated Woodcreeper,Lepidocolaptes albolineatus,LC
5037,Furnariidae,Ovenbirds,Dendrocolaptinae,Duida Woodcreeper,Lepidocolaptes duidae,LC
5038,Furnariidae,Ovenbirds,Dendrocolaptinae,Dusky-capped Woodcreeper,Lepidocolaptes fuscicapillus,LC
5039,Furnariidae,Ovenbirds,Dendrocolaptinae,Inambari Woodcreeper,Lepidocolaptes fatimalimae,LC
5040,Furnariidae,Ovenbirds,Dendrocolaptinae,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,LC
5041,Furnariidae,Ovenbirds,Dendrocolaptinae,Scaled Woodcreeper,Lepidocolaptes squamatus,LC
5042,Furnariidae,Ovenbirds,Dendrocolaptinae,Scalloped Woodcreeper,Lepidocolaptes falcinellus,LC
5043,Furnariidae,Ovenbirds,Dendrocolaptinae,Montane Woodcreeper,Lepidocolaptes lacrymiger,LC
5044,Furnariidae,Ovenbirds,Dendrocolaptinae,White-striped Woodcreeper,Lepidocolaptes leucogaster,LC
5045,Furnariidae,Ovenbirds,Dendrocolaptinae,Northern Spot-crowned Woodcreeper,Lepidocolaptes affinis,LC
5046,Furnariidae,Ovenbirds,Dendrocolaptinae,Southern Spot-crowned Woodcreeper,Lepidocolaptes neglectus,LC
5047,Furnariidae,Ovenbirds,Furnariinae,Plain Xenops,Xenops genibarbis,LC
5048,Furnariidae,Ovenbirds,Furnariinae,White-throated Xenops,Xenops minutus,LC
5049,Furnariidae,Ovenbirds,Furnariinae,Streaked Xenops,Xenops rutilus,LC
5050,Furnariidae,Ovenbirds,Furnariinae,Slender-billed Xenops,Xenops tenuirostris,LC
5051,Furnariidae,Ovenbirds,Furnariinae,Palmcreeper,Berlepschia rikeri,LC
5052,Furnariidae,Ovenbirds,Furnariinae,Rufous-tailed Xenops,Microxenops milleri,LC
5053,Furnariidae,Ovenbirds,Furnariinae,White-throated Treerunner,Pygarrhichas albogularis,LC
5054,Furnariidae,Ovenbirds,Furnariinae,Rock Earthcreeper,Ochetorhynchus andaecola,LC
5055,Furnariidae,Ovenbirds,Furnariinae,Crag Earthcreeper,Ochetorhynchus melanurus,LC
5056,Furnariidae,Ovenbirds,Furnariinae,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,LC
5057,Furnariidae,Ovenbirds,Furnariinae,Band-tailed Earthcreeper,Ochetorhynchus phoenicurus,LC
5058,Furnariidae,Ovenbirds,Furnariinae,Buffy Tuftedcheek,Pseudocolaptes lawrencii,LC
5059,Furnariidae,Ovenbirds,Furnariinae,Pacific Tuftedcheek,Pseudocolaptes johnsoni,LC
5060,Furnariidae,Ovenbirds,Furnariinae,Streaked Tuftedcheek,Pseudocolaptes boissonneauii,LC
5061,Furnariidae,Ovenbirds,Furnariinae,Rusty-winged Barbtail,Premnornis guttuliger,LC
5062,Furnariidae,Ovenbirds,Furnariinae,Bolivian Earthcreeper,Tarphonomus harterti,LC
5063,Furnariidae,Ovenbirds,Furnariinae,Chaco Earthcreeper,Tarphonomus certhioides,LC
5064,Furnariidae,Ovenbirds,Furnariinae,Pale-billed Hornero,Furnarius torridus,LC
5065,Furnariidae,Ovenbirds,Furnariinae,Wing-banded Hornero,Furnarius figulus,LC
5066,Furnariidae,Ovenbirds,Furnariinae,Pale-legged Hornero,Furnarius leucopus,LC
5067,Furnariidae,Ovenbirds,Furnariinae,Caribbean Hornero,Furnarius longirostris,LC
5068,Furnariidae,Ovenbirds,Furnariinae,Pacific Hornero,Furnarius cinnamomeus,LC
5069,Furnariidae,Ovenbirds,Furnariinae,Lesser Hornero,Furnarius minor,LC
5070,Furnariidae,Ovenbirds,Furnariinae,Rufous Hornero,Furnarius rufus,LC
5071,Furnariidae,Ovenbirds,Furnariinae,Crested Hornero,Furnarius cristatus,LC
5072,Furnariidae,Ovenbirds,Furnariinae,Streamcreeper,Lochmias nematura,LC
5073,Furnariidae,Ovenbirds,Furnariinae,Wren-like Rushbird,Phleocryptes melanops,LC
5074,Furnariidae,Ovenbirds,Furnariinae,Curve-billed Reedhaunter,Limnornis curvirostris,LC
5075,Furnariidae,Ovenbirds,Furnariinae,Striated Earthcreeper,Geocerthia serrana,LC
5076,Furnariidae,Ovenbirds,Furnariinae,Forest Earthcreeper,Upucerthia saturatior,LC
5077,Furnariidae,Ovenbirds,Furnariinae,Scale-throated Earthcreeper,Upucerthia dumetaria,LC
5078,Furnariidae,Ovenbirds,Furnariinae,White-throated Earthcreeper,Upucerthia albigula,LC
5079,Furnariidae,Ovenbirds,Furnariinae,Buff-breasted Earthcreeper,Upucerthia validirostris,LC
5080,Furnariidae,Ovenbirds,Furnariinae,Long-tailed Cinclodes,Cinclodes pabsti,NT
5081,Furnariidae,Ovenbirds,Furnariinae,Buff-winged Cinclodes,Cinclodes fuscus,LC
5082,Furnariidae,Ovenbirds,Furnariinae,Black Cinclodes,Cinclodes maculirostris,NT
5083,Furnariidae,Ovenbirds,Furnariinae,Blackish Cinclodes,Cinclodes antarcticus,NT
5084,Furnariidae,Ovenbirds,Furnariinae,Cordoba Cinclodes,Cinclodes comechingonus,LC
5085,Furnariidae,Ovenbirds,Furnariinae,Chestnut-winged Cinclodes,Cinclodes albidiventris,LC
5086,Furnariidae,Ovenbirds,Furnariinae,Olrog's Cinclodes,Cinclodes olrogi,LC
5087,Furnariidae,Ovenbirds,Furnariinae,Cream-winged Cinclodes,Cinclodes albiventris,LC
5088,Furnariidae,Ovenbirds,Furnariinae,Grey-flanked Cinclodes,Cinclodes oustaleti,LC
5089,Furnariidae,Ovenbirds,Furnariinae,Stout-billed Cinclodes,Cinclodes excelsior,LC
5090,Furnariidae,Ovenbirds,Furnariinae,Royal Cinclodes,Cinclodes aricomae,CR
5091,Furnariidae,Ovenbirds,Furnariinae,White-bellied Cinclodes,Cinclodes palliatus,CR
5092,Furnariidae,Ovenbirds,Furnariinae,White-winged Cinclodes,Cinclodes atacamensis,LC
5093,Furnariidae,Ovenbirds,Furnariinae,Dark-bellied Cinclodes,Cinclodes patagonicus,LC
5094,Furnariidae,Ovenbirds,Furnariinae,Surf Cinclodes,Cinclodes taczanowskii,LC
5095,Furnariidae,Ovenbirds,Furnariinae,Seaside Cinclodes,Cinclodes nigrofumosus,LC
5096,Furnariidae,Ovenbirds,Furnariinae,Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis,LC
5097,Furnariidae,Ovenbirds,Furnariinae,White-collared Foliage-gleaner,Anabazenops fuscus,LC
5098,Furnariidae,Ovenbirds,Furnariinae,Great Xenops,Megaxenops parnaguae,LC
5099,Furnariidae,Ovenbirds,Furnariinae,Large Pale-browed Treehunter,Cichlocolaptes leucophrus,LC
5100,Furnariidae,Ovenbirds,Furnariinae,Small Pale-browed Treehunter,Cichlocolaptes holti,LC
5101,Furnariidae,Ovenbirds,Furnariinae,Cryptic Treehunter,Cichlocolaptes mazarbarnetti,EX
5102,Furnariidae,Ovenbirds,Furnariinae,Sharp-billed Treehunter,Heliobletus contaminatus,LC
5103,Furnariidae,Ovenbirds,Furnariinae,Alagoas Foliage-gleaner,Philydor novaesi,EX
5104,Furnariidae,Ovenbirds,Furnariinae,Black-capped Foliage-gleaner,Philydor atricapillus,LC
5105,Furnariidae,Ovenbirds,Furnariinae,Cinnamon-rumped Foliage-gleaner,Philydor pyrrhodes,LC
5106,Furnariidae,Ovenbirds,Furnariinae,Slaty-winged Foliage-gleaner,Philydor fuscipenne,LC
5107,Furnariidae,Ovenbirds,Furnariinae,Rufous-rumped Foliage-gleaner,Philydor erythrocercum,LC
5108,Furnariidae,Ovenbirds,Furnariinae,Chestnut-winged Foliage-gleaner,Philydor erythropterum,LC
5109,Furnariidae,Ovenbirds,Furnariinae,Buff-fronted Foliage-gleaner,Philydor rufum,LC
5110,Furnariidae,Ovenbirds,Furnariinae,Montane Foliage-gleaner,Anabacerthia striaticollis,LC
5111,Furnariidae,Ovenbirds,Furnariinae,White-browed Foliage-gleaner,Anabacerthia amaurotis,NT
5112,Furnariidae,Ovenbirds,Furnariinae,Ochre-breasted Foliage-gleaner,Anabacerthia lichtensteini,LC
5113,Furnariidae,Ovenbirds,Furnariinae,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,LC
5114,Furnariidae,Ovenbirds,Furnariinae,Rufous-tailed Foliage-gleaner,Anabacerthia ruficaudata,LC
5115,Furnariidae,Ovenbirds,Furnariinae,Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,LC
5116,Furnariidae,Ovenbirds,Furnariinae,Russet-mantled Foliage-gleaner,Syndactyla dimidiata,LC
5117,Furnariidae,Ovenbirds,Furnariinae,White-throated Foliage-gleaner,Syndactyla roraimae,LC
5118,Furnariidae,Ovenbirds,Furnariinae,Lineated Foliage-gleaner,Syndactyla subalaris,LC
5119,Furnariidae,Ovenbirds,Furnariinae,Rufous-necked Foliage-gleaner,Syndactyla ruficollis,VU
5120,Furnariidae,Ovenbirds,Furnariinae,Guttulate Foliage-gleaner,Syndactyla guttulata,LC
5121,Furnariidae,Ovenbirds,Furnariinae,Peruvian Recurvebill,Syndactyla ucayalae,NT
5122,Furnariidae,Ovenbirds,Furnariinae,Bolivian Recurvebill,Syndactyla striata,LC
5123,Furnariidae,Ovenbirds,Furnariinae,Chestnut-winged Hookbill,Ancistrops strigilatus,LC
5124,Furnariidae,Ovenbirds,Furnariinae,Chestnut-capped Foliage-gleaner,Clibanornis rectirostris,LC
5125,Furnariidae,Ovenbirds,Furnariinae,Canebrake Groundcreeper,Clibanornis dendrocolaptoides,NT
5126,Furnariidae,Ovenbirds,Furnariinae,Henna-hooded Foliage-gleaner,Clibanornis erythrocephalus,NT
5127,Furnariidae,Ovenbirds,Furnariinae,Ruddy Foliage-gleaner,Clibanornis rubiginosus,LC
5128,Furnariidae,Ovenbirds,Furnariinae,Santa Marta Foliage-gleaner,Clibanornis rufipectus,VU
5129,Furnariidae,Ovenbirds,Furnariinae,Uniform Treehunter,Thripadectes ignobilis,LC
5130,Furnariidae,Ovenbirds,Furnariinae,Flammulated Treehunter,Thripadectes flammulatus,LC
5131,Furnariidae,Ovenbirds,Furnariinae,Rufous-backed Treehunter,Thripadectes scrutator,LC
5132,Furnariidae,Ovenbirds,Furnariinae,Striped Treehunter,Thripadectes holostictus,LC
5133,Furnariidae,Ovenbirds,Furnariinae,Streak-capped Treehunter,Thripadectes virgaticeps,LC
5134,Furnariidae,Ovenbirds,Furnariinae,Black-billed Treehunter,Thripadectes melanorhynchus,LC
5135,Furnariidae,Ovenbirds,Furnariinae,Streak-breasted Treehunter,Thripadectes rufobrunneus,LC
5136,Furnariidae,Ovenbirds,Furnariinae,Chestnut-crowned Foliage-gleaner,Automolus rufipileatus,LC
5137,Furnariidae,Ovenbirds,Furnariinae,Brown-rumped Foliage-gleaner,Automolus melanopezus,LC
5138,Furnariidae,Ovenbirds,Furnariinae,Western Woodhaunter,Automolus virgatus,LC
5139,Furnariidae,Ovenbirds,Furnariinae,Amazonian Woodhaunter,Automolus subulatus,LC
5140,Furnariidae,Ovenbirds,Furnariinae,Buff-throated Foliage-gleaner,Automolus ochrolaemus,LC
5141,Furnariidae,Ovenbirds,Furnariinae,Olive-backed Foliage-gleaner,Automolus infuscatus,LC
5142,Furnariidae,Ovenbirds,Furnariinae,Para Foliage-gleaner,Automolus paraensis,LC
5143,Furnariidae,Ovenbirds,Furnariinae,Pernambuco Foliage-gleaner,Automolus lammi,EN
5144,Furnariidae,Ovenbirds,Furnariinae,White-eyed Foliage-gleaner,Automolus leucophthalmus,LC
5145,Furnariidae,Ovenbirds,Furnariinae,Spotted Barbtail,Premnoplex brunnescens,LC
5146,Furnariidae,Ovenbirds,Furnariinae,White-throated Barbtail,Premnoplex tatei,EN
5147,Furnariidae,Ovenbirds,Furnariinae,Paria Barbtail,Premnoplex pariae,EN
5148,Furnariidae,Ovenbirds,Furnariinae,Ruddy Treerunner,Margarornis rubiginosus,LC
5149,Furnariidae,Ovenbirds,Furnariinae,Fulvous-dotted Treerunner,Margarornis stellatus,NT
5150,Furnariidae,Ovenbirds,Furnariinae,Pearled Treerunner,Margarornis squamiger,LC
5151,Furnariidae,Ovenbirds,Furnariinae,Beautiful Treerunner,Margarornis bellulus,NT
5152,Furnariidae,Ovenbirds,Furnariinae,Thorn-tailed Rayadito,Aphrastura spinicauda,LC
5153,Furnariidae,Ovenbirds,Furnariinae,Masafuera Rayadito,Aphrastura masafuerae,CR
5154,Furnariidae,Ovenbirds,Furnariinae,Des Murs's Wiretail,Sylviorthorhynchus desmurii,LC
5155,Furnariidae,Ovenbirds,Furnariinae,Tawny Tit-spinetail,Sylviorthorhynchus yanacensis,LC
5156,Furnariidae,Ovenbirds,Furnariinae,White-browed Tit-spinetail,Leptasthenura xenothorax,EN
5157,Furnariidae,Ovenbirds,Furnariinae,Araucaria Tit-spinetail,Leptasthenura setaria,NT
5158,Furnariidae,Ovenbirds,Furnariinae,Tufted Tit-spinetail,Leptasthenura platensis,LC
5159,Furnariidae,Ovenbirds,Furnariinae,Striolated Tit-spinetail,Leptasthenura striolata,LC
5160,Furnariidae,Ovenbirds,Furnariinae,Rusty-crowned Tit-spinetail,Leptasthenura pileata,LC
5161,Furnariidae,Ovenbirds,Furnariinae,Streaked Tit-spinetail,Leptasthenura striata,LC
5162,Furnariidae,Ovenbirds,Furnariinae,Brown-capped Tit-spinetail,Leptasthenura fuliginiceps,LC
5163,Furnariidae,Ovenbirds,Furnariinae,Buffy Tit-spinetail,Leptasthenura berlepschi,LC
5164,Furnariidae,Ovenbirds,Furnariinae,Plain-mantled Tit-spinetail,Leptasthenura aegithaloides,LC
5165,Furnariidae,Ovenbirds,Furnariinae,Pallid Tit-spinetail,Leptasthenura pallida,LC
5166,Furnariidae,Ovenbirds,Furnariinae,Andean Tit-spinetail,Leptasthenura andicola,LC
5167,Furnariidae,Ovenbirds,Furnariinae,Plain Thornbird,Phacellodomus inornatus,LC
5168,Furnariidae,Ovenbirds,Furnariinae,Rufous-fronted Thornbird,Phacellodomus rufifrons,LC
5169,Furnariidae,Ovenbirds,Furnariinae,Streak-fronted Thornbird,Phacellodomus striaticeps,LC
5170,Furnariidae,Ovenbirds,Furnariinae,Little Thornbird,Phacellodomus sibilatrix,LC
5171,Furnariidae,Ovenbirds,Furnariinae,Chestnut-backed Thornbird,Phacellodomus dorsalis,NT
5172,Furnariidae,Ovenbirds,Furnariinae,Spot-breasted Thornbird,Phacellodomus maculipectus,LC
5173,Furnariidae,Ovenbirds,Furnariinae,Freckle-breasted Thornbird,Phacellodomus striaticollis,LC
5174,Furnariidae,Ovenbirds,Furnariinae,Greater Thornbird,Phacellodomus ruber,LC
5175,Furnariidae,Ovenbirds,Furnariinae,Orange-eyed Thornbird,Phacellodomus erythrophthalmus,LC
5176,Furnariidae,Ovenbirds,Furnariinae,Orange-breasted Thornbird,Phacellodomus ferrugineigula,LC
5177,Furnariidae,Ovenbirds,Furnariinae,White-browed Spinetail,Hellmayrea gularis,LC
5178,Furnariidae,Ovenbirds,Furnariinae,Firewood-gatherer,Anumbius annumbi,LC
5179,Furnariidae,Ovenbirds,Furnariinae,Lark-like Brushrunner,Coryphistera alaudina,LC
5180,Furnariidae,Ovenbirds,Furnariinae,White-tailed Canastero,Asthenes usheri,NT
5181,Furnariidae,Ovenbirds,Furnariinae,Huancavelica Canastero,Asthenes huancavelicae,LC
5182,Furnariidae,Ovenbirds,Furnariinae,Arequipa Canastero,Asthenes arequipae,LC
5183,Furnariidae,Ovenbirds,Furnariinae,Creamy-breasted Canastero,Asthenes dorbignyi,LC
5184,Furnariidae,Ovenbirds,Furnariinae,Berlepsch's Canastero,Asthenes berlepschi,NT
5185,Furnariidae,Ovenbirds,Furnariinae,Short-billed Canastero,Asthenes baeri,LC
5186,Furnariidae,Ovenbirds,Furnariinae,Cipo Canastero,Asthenes luizae,NT
5187,Furnariidae,Ovenbirds,Furnariinae,Austral Canastero,Asthenes anthoides,LC
5188,Furnariidae,Ovenbirds,Furnariinae,Hudson's Canastero,Asthenes hudsoni,NT
5189,Furnariidae,Ovenbirds,Furnariinae,Line-fronted Canastero,Asthenes urubambensis,NT
5190,Furnariidae,Ovenbirds,Furnariinae,Many-striped Canastero,Asthenes flammulata,LC
5191,Furnariidae,Ovenbirds,Furnariinae,Junin Canastero,Asthenes virgata,LC
5192,Furnariidae,Ovenbirds,Furnariinae,Scribble-tailed Canastero,Asthenes maculicauda,LC
5193,Furnariidae,Ovenbirds,Furnariinae,Cordilleran Canastero,Asthenes modesta,LC
5194,Furnariidae,Ovenbirds,Furnariinae,Streak-throated Canastero,Asthenes humilis,LC
5195,Furnariidae,Ovenbirds,Furnariinae,Streak-backed Canastero,Asthenes wyatti,LC
5196,Furnariidae,Ovenbirds,Furnariinae,Itatiaia Spinetail,Asthenes moreirae,LC
5197,Furnariidae,Ovenbirds,Furnariinae,Sharp-billed Canastero,Asthenes pyrrholeuca,LC
5198,Furnariidae,Ovenbirds,Furnariinae,Black-throated Thistletail,Asthenes harterti,LC
5199,Furnariidae,Ovenbirds,Furnariinae,Ochre-browed Thistletail,Asthenes coryi,LC
5200,Furnariidae,Ovenbirds,Furnariinae,Perija Thistletail,Asthenes perijana,EN
5201,Furnariidae,Ovenbirds,Furnariinae,White-chinned Thistletail,Asthenes fuliginosa,LC
5202,Furnariidae,Ovenbirds,Furnariinae,Mouse-colored Thistletail,Asthenes griseomurina,LC
5203,Furnariidae,Ovenbirds,Furnariinae,Puna Thistletail,Asthenes helleri,LC
5204,Furnariidae,Ovenbirds,Furnariinae,Rusty-fronted Canastero,Asthenes ottonis,LC
5205,Furnariidae,Ovenbirds,Furnariinae,Eye-ringed Thistletail,Asthenes palpebralis,LC
5206,Furnariidae,Ovenbirds,Furnariinae,Maquis Canastero,Asthenes heterura,LC
5207,Furnariidae,Ovenbirds,Furnariinae,Canyon Canastero,Asthenes pudibunda,LC
5208,Furnariidae,Ovenbirds,Furnariinae,Vilcabamba Thistletail,Asthenes vilcabambae,LC
5209,Furnariidae,Ovenbirds,Furnariinae,Ayacucho Thistletail,Asthenes ayacuchensis,LC
5210,Furnariidae,Ovenbirds,Furnariinae,Pink-legged Graveteiro,Acrobatornis fonsecai,VU
5211,Furnariidae,Ovenbirds,Furnariinae,Orange-fronted Plushcrown,Metopothrix aurantiaca,LC
5212,Furnariidae,Ovenbirds,Furnariinae,Double-banded Greytail,Xenerpestes minlosi,LC
5213,Furnariidae,Ovenbirds,Furnariinae,Equatorial Greytail,Xenerpestes singularis,NT
5214,Furnariidae,Ovenbirds,Furnariinae,Spectacled Prickletail,Siptornis striaticollis,LC
5215,Furnariidae,Ovenbirds,Furnariinae,Roraiman Barbtail,Roraimia adusta,LC
5216,Furnariidae,Ovenbirds,Furnariinae,Speckled Spinetail,Thripophaga gutturata,LC
5217,Furnariidae,Ovenbirds,Furnariinae,Orinoco Softtail,Thripophaga cherriei,VU
5218,Furnariidae,Ovenbirds,Furnariinae,Delta Amacuro Softtail,Thripophaga amacurensis,VU
5219,Furnariidae,Ovenbirds,Furnariinae,Striated Softtail,Thripophaga macroura,VU
5220,Furnariidae,Ovenbirds,Furnariinae,Plain Softtail,Thripophaga fusciceps,LC
5221,Furnariidae,Ovenbirds,Furnariinae,Straight-billed Reedhaunter,Limnoctites rectirostris,NT
5222,Furnariidae,Ovenbirds,Furnariinae,Sulphur-throated Spinetail,Cranioleuca sulphurifera,LC
5223,Furnariidae,Ovenbirds,Furnariinae,Marcapata Spinetail,Cranioleuca marcapatae,LC
5224,Furnariidae,Ovenbirds,Furnariinae,Vilcabamba Spinetail,Cranioleuca weskei,LC
5225,Furnariidae,Ovenbirds,Furnariinae,Light-crowned Spinetail,Cranioleuca albiceps,LC
5226,Furnariidae,Ovenbirds,Furnariinae,Parker's Spinetail,Cranioleuca vulpecula,LC
5227,Furnariidae,Ovenbirds,Furnariinae,Russet-mantled Softtail,Cranioleuca berlepschi,NT
5228,Furnariidae,Ovenbirds,Furnariinae,Rusty-backed Spinetail,Cranioleuca vulpina,LC
5229,Furnariidae,Ovenbirds,Furnariinae,Coiba Spinetail,Cranioleuca dissita,LC
5230,Furnariidae,Ovenbirds,Furnariinae,Scaled Spinetail,Cranioleuca muelleri,LC
