,Family,Common name,Scientific name,2018 IUCN Red List category,2022 IUCN Red List category
6278,Quail-thrushes and jewel-babblers,Nullarbor Quail-thrush,Cinclosoma alisteri,LC,LC
6279,Quail-thrushes and jewel-babblers,Cinnamon Quail-thrush,Cinclosoma cinnamomeum,LC,LC
6280,Shrike-tits,Northern Shrike-tit,Falcunculus whitei,LC,LC
6281,Shrike-tits,Western Shrike-tit,Falcunculus leucogaster,LC,LC
6282,Shrike-tits,Eastern Shrike-tit,Falcunculus frontatus,LC,LC
6283,Whistlers,Black Pitohui,Melanorectes nigrescens,LC,LC
6284,Whistlers,Maroon-backed Whistler,Coracornis raveni,LC,LC
6285,Whistlers,Sangihe Whistler,Coracornis sanghirensis,CR,CR
6286,Whistlers,Olive Whistler,Pachycephala olivacea,LC,LC
6287,Whistlers,Red-lored Whistler,Pachycephala rufogularis,VU,VU
6288,Whistlers,Gilbert's Whistler,Pachycephala inornata,LC,LC
6289,Whistlers,Bare-throated Whistler,Pachycephala nudigula,LC,LC
6290,Whistlers,Regent Whistler,Pachycephala schlegelii,LC,LC
6291,Whistlers,Sclater's Whistler,Pachycephala soror,LC,LC
6292,Whistlers,New Caledonian Whistler,Pachycephala caledonica,LC,LC
6293,Whistlers,Bougainville Hooded Whistler,Pachycephala richardsi,LC,LC
6294,Whistlers,Guadalcanal Hooded Whistler,Pachycephala implicata,LC,LC
6295,Whistlers,Vogelkop Whistler,Pachycephala meyeri,LC,LC
6296,Whistlers,Lorentz's Whistler,Pachycephala lorentzi,LC,LC
6297,Whistlers,Brown-backed Whistler,Pachycephala modesta,LC,LC
6298,Whistlers,Morningbird,Pachycephala tenebrosa,LC,LC
6299,Whistlers,Yellow-bellied Whistler,Pachycephala philippinensis,LC,LC
6300,Whistlers,Sulphur-bellied Whistler,Pachycephala sulfuriventer,LC,LC
6301,Whistlers,Bornean Whistler,Pachycephala hypoxantha,LC,LC
6302,Whistlers,Mangrove Whistler,Pachycephala cinerea,LC,LC
6303,Whistlers,Green-backed Whistler,Pachycephala albiventris,LC,LC
6304,Whistlers,White-vented Whistler,Pachycephala homeyeri,LC,LC
6305,Whistlers,Selayar Whistler,Pachycephala teysmanni,LC,LC
6306,Whistlers,Rusty-breasted Whistler,Pachycephala fulvotincta,LC,LC
6307,Whistlers,Island Whistler,Pachycephala phaionota,LC,LC
6308,Whistlers,Rusty Whistler,Pachycephala hyperythra,LC,LC
6309,Whistlers,Brown Whistler,Pachycephala griseiceps,LC,LC
6310,Whistlers,Grey Whistler,Pachycephala simplex,LC,LC
6311,Whistlers,Wallacean Whistler,Pachycephala arctitorquis,LC,LC
6312,Whistlers,Fawn-breasted Whistler,Pachycephala orpheus,LC,LC
6313,Whistlers,Drab Whistler,Pachycephala griseonota,LC,LC
6314,Whistlers,Black-headed Whistler,Pachycephala monacha,LC,LC
6315,Whistlers,White-bellied Whistler,Pachycephala leucogastra,LC,LC
6316,Whistlers,Rufous Whistler,Pachycephala rufiventris,LC,LC
6317,Whistlers,White-breasted Whistler,Pachycephala lanioides,LC,LC
6318,Whistlers,Oriole Whistler,Pachycephala orioloides,LC,LC
6319,Whistlers,Rennell Whistler,Pachycephala feminina,NT,NT
6320,Whistlers,Samoan Whistler,Pachycephala flavifrons,LC,LC
6321,Whistlers,Tongan Whistler,Pachycephala jacquinoti,NT,NT
6322,Whistlers,Fiji Whistler,Pachycephala vitiensis,LC,LC
6323,Whistlers,Black-chinned Whistler,Pachycephala mentalis,LC,LC
6324,Whistlers,Banda Sea Whistler,Pachycephala par,LC,LC
6325,Whistlers,Golden Whistler,Pachycephala pectoralis,LC,LC
6326,Whistlers,Black-tailed Whistler,Pachycephala melanura,LC,LC
6327,Whistlers,Golden-backed Whistler,Pachycephala aurea,LC,LC
6328,Whistlers,Rusty Pitohui,Pseudorectes ferrugineus,LC,LC
6329,Whistlers,White-bellied Pitohui,Pseudorectes incertus,NT,NT
6330,Whistlers,Sooty Shrike-thrush,Colluricincla tenebrosa,LC,LC
6331,Whistlers,Little Shrike-thrush,Colluricincla megarhyncha,LC,LC
6332,Whistlers,Bower's Shrike-thrush,Colluricincla boweri,LC,VU
6333,Whistlers,Grey Shrike-thrush,Colluricincla harmonica,LC,LC
6334,Whistlers,Sandstone Shrike-thrush,Colluricincla woodwardi,LC,LC
6335,Whipbirds and wedgebills,Papuan Whipbird,Androphobus viridis,DD,LC
6336,Whipbirds and wedgebills,Western Whipbird,Psophodes nigrogularis,LC,LC
6337,Whipbirds and wedgebills,Eastern Whipbird,Psophodes olivaceus,LC,LC
6338,Whipbirds and wedgebills,Chiming Wedgebill,Psophodes occidentalis,LC,LC
6339,Whipbirds and wedgebills,Chirruping Wedgebill,Psophodes cristatus,LC,LC
6340,Vireos,Black-headed Shrike-babbler,Pteruthius rufiventer,LC,LC
6341,Vireos,White-browed Shrike-babbler,Pteruthius aeralatus,LC,LC
6342,Vireos,Pied Shrike-babbler,Pteruthius flaviscapis,LC,LC
6343,Vireos,Green Shrike-babbler,Pteruthius xanthochlorus,LC,LC
6344,Vireos,Black-eared Shrike-babbler,Pteruthius melanotis,LC,LC
6345,Vireos,Chestnut-fronted Shrike-babbler,Pteruthius aenobarbus,LC,LC
6346,Vireos,White-bellied Erpornis,Erpornis zantholeuca,LC,LC
6347,Vireos,Rufous-browed Peppershrike,Cyclarhis gujanensis,LC,LC
6348,Vireos,Black-billed Peppershrike,Cyclarhis nigrirostris,LC,LC
6349,Vireos,Grey-eyed Greenlet,Hylophilus amaurocephalus,LC,LC
6350,Vireos,Rufous-crowned Greenlet,Hylophilus poicilotis,LC,LC
6351,Vireos,Olivaceous Greenlet,Hylophilus olivaceus,NT,LC
6352,Vireos,Ashy-headed Greenlet,Hylophilus pectoralis,LC,LC
6353,Vireos,Yellow-green Greenlet,Hylophilus viridiflavus,LC,LC
6354,Vireos,Scrub Greenlet,Hylophilus flavipes,LC,LC
6355,Vireos,Tobago Greenlet,Hylophilus insularis,LC,LC
6356,Vireos,Grey-chested Greenlet,Hylophilus semicinereus,LC,LC
6357,Vireos,Rio de Janeiro Greenlet,Hylophilus thoracicus,LC,LC
6358,Vireos,Lemon-chested Greenlet,Hylophilus griseiventris,LC,LC
6359,Vireos,Brown-headed Greenlet,Hylophilus brunneiceps,LC,LC
6360,Vireos,Chestnut-sided Shrike-vireo,Vireolanius melitophrys,LC,LC
6361,Vireos,Green Shrike-vireo,Vireolanius pulchellus,LC,LC
6362,Vireos,Yellow-browed Shrike-vireo,Vireolanius eximius,LC,LC
6363,Vireos,Slaty-capped Shrike-vireo,Vireolanius leucotis,LC,LC
6364,Vireos,Pale-legged Shrike-vireo,Vireolanius mikettae,LC,LC
6365,Vireos,Tawny-crowned Greenlet,Tunchiornis ochraceiceps,LC,LC
6366,Vireos,Olive-crowned Greenlet,Tunchiornis luteifrons,LC,LC
6367,Vireos,Golden Greenlet,Pachysylvia hypochrysea,LC,LC
6368,Vireos,Lesser Greenlet,Pachysylvia decurtata,LC,LC
6369,Vireos,Dusky-capped Greenlet,Pachysylvia hypoxantha,LC,LC
6370,Vireos,Buff-cheeked Greenlet,Pachysylvia muscicapina,LC,LC
6371,Vireos,Golden-fronted Greenlet,Pachysylvia aurantiifrons,LC,LC
6372,Vireos,Rufous-naped Greenlet,Pachysylvia semibrunnea,LC,LC
6373,Vireos,Tepui Vireo,Vireo sclateri,LC,LC
6374,Vireos,Philadelphia Vireo,Vireo philadelphicus,LC,LC
6375,Vireos,Brown-capped Vireo,Vireo leucophrys,LC,LC
6376,Vireos,Warbling Vireo,Vireo gilvus,LC,LC
6377,Vireos,Yellow-green Vireo,Vireo flavoviridis,LC,LC
6378,Vireos,Yucatan Vireo,Vireo magister,LC,LC
6379,Vireos,Red-eyed Vireo,Vireo olivaceus,LC,LC
6380,Vireos,Black-whiskered Vireo,Vireo altiloquus,LC,LC
6381,Vireos,Noronha Vireo,Vireo gracilirostris,NT,NT
6382,Vireos,Grey Vireo,Vireo vicinior,LC,LC
6383,Vireos,Hutton's Vireo,Vireo huttoni,LC,LC
6384,Vireos,Yellow-throated Vireo,Vireo flavifrons,LC,LC
6385,Vireos,Yellow-winged Vireo,Vireo carmioli,LC,LC
6386,Vireos,Choco Vireo,Vireo masteri,EN,NT
6387,Vireos,Cassin's Vireo,Vireo cassinii,LC,LC
6388,Vireos,Plumbeous Vireo,Vireo plumbeus,LC,LC
6389,Vireos,Blue-headed Vireo,Vireo solitarius,LC,LC
6390,Vireos,Blue Mountain Vireo,Vireo osburni,NT,NT
6391,Vireos,Jamaican Vireo,Vireo modestus,LC,LC
6392,Vireos,Flat-billed Vireo,Vireo nanus,LC,LC
6393,Vireos,Bell's Vireo,Vireo bellii,LC,LC
6394,Vireos,Puerto Rican Vireo,Vireo latimeri,LC,LC
6395,Vireos,Slaty Vireo,Vireo brevipennis,LC,LC
6396,Vireos,Black-capped Vireo,Vireo atricapilla,VU,NT
6397,Vireos,Dwarf Vireo,Vireo nelsoni,LC,LC
6398,Vireos,Mangrove Vireo,Vireo pallens,LC,LC
6399,Vireos,San Andres Vireo,Vireo caribaeus,VU,VU
6400,Vireos,Cozumel Vireo,Vireo bairdi,NT,NT
6401,Vireos,White-eyed Vireo,Vireo griseus,LC,LC
6402,Vireos,Thick-billed Vireo,Vireo crassirostris,LC,LC
6403,Vireos,Cuban Vireo,Vireo gundlachii,LC,LC
6404,Cuckooshrikes,White-bellied Minivet,Pericrocotus erythropygius,LC,LC
6405,Cuckooshrikes,Jerdon's Minivet,Pericrocotus albifrons,NT,NT
6406,Cuckooshrikes,Fiery Minivet,Pericrocotus igneus,NT,NT
6407,Cuckooshrikes,Small Minivet,Pericrocotus cinnamomeus,LC,LC
6408,Cuckooshrikes,Grey-chinned Minivet,Pericrocotus solaris,LC,LC
6409,Cuckooshrikes,Grey-throated Minivet,Pericrocotus montanus,LC,LC
6410,Cuckooshrikes,Sunda Minivet,Pericrocotus miniatus,LC,LC
6411,Cuckooshrikes,Short-billed Minivet,Pericrocotus brevirostris,LC,LC
6412,Cuckooshrikes,Flores Minivet,Pericrocotus lansbergei,LC,LC
6413,Cuckooshrikes,Long-tailed Minivet,Pericrocotus ethologus,LC,LC
6414,Cuckooshrikes,Scarlet Minivet,Pericrocotus flammeus,LC,LC
6415,Cuckooshrikes,Ashy Minivet,Pericrocotus divaricatus,LC,LC
6416,Cuckooshrikes,Ryukyu Minivet,Pericrocotus tegimae,LC,LC
6417,Cuckooshrikes,Brown-rumped Minivet,Pericrocotus cantonensis,LC,LC
6418,Cuckooshrikes,Rosy Minivet,Pericrocotus roseus,LC,LC
6419,Cuckooshrikes,Stout-billed Cuckooshrike,Coracina caeruleogrisea,LC,LC
6420,Cuckooshrikes,Hooded Cuckooshrike,Coracina longicauda,LC,LC
6421,Cuckooshrikes,Cerulean Cuckooshrike,Coracina temminckii,LC,LC
6422,Cuckooshrikes,Pied Cuckooshrike,Coracina bicolor,NT,NT
6423,Cuckooshrikes,Ground Cuckooshrike,Coracina maxima,LC,LC
6424,Cuckooshrikes,Barred Cuckooshrike,Coracina lineata,LC,LC
6425,Cuckooshrikes,Boyer's Cuckooshrike,Coracina boyeri,LC,LC
6426,Cuckooshrikes,Black-faced Cuckooshrike,Coracina novaehollandiae,LC,LC
6427,Cuckooshrikes,Buru Cuckooshrike,Coracina fortis,NT,NT
6428,Cuckooshrikes,Wallacean Cuckooshrike,Coracina personata,LC,LC
6429,Cuckooshrikes,North Melanesian Cuckooshrike,Coracina welchmani,LC,LC
6430,Cuckooshrikes,South Melanesian Cuckooshrike,Coracina caledonica,LC,LC
6431,Cuckooshrikes,Bar-bellied Cuckooshrike,Coracina striata,LC,LC
6432,Cuckooshrikes,Visayan Cuckooshrike,Coracina panayensis,LC,LC
6433,Cuckooshrikes,Large Cuckooshrike,Coracina javensis,LC,LC
6434,Cuckooshrikes,Indian Cuckooshrike,Coracina macei,LC,LC
6435,Cuckooshrikes,Andaman Cuckooshrike,Coracina dobsoni,NT,NT
6436,Cuckooshrikes,Slaty Cuckooshrike,Coracina schistacea,LC,LC
6437,Cuckooshrikes,White-rumped Cuckooshrike,Coracina leucopygia,LC,LC
6438,Cuckooshrikes,Sunda Cuckooshrike,Coracina larvata,LC,LC
6439,Cuckooshrikes,White-bellied Cuckooshrike,Coracina papuensis,LC,LC
6440,Cuckooshrikes,Moluccan Cuckooshrike,Coracina atriceps,LC,LC
6441,Cuckooshrikes,Comoro Cuckooshrike,Ceblepyris cucullatus,VU,EN
6442,Cuckooshrikes,Madagascar Cuckooshrike,Ceblepyris cinereus,LC,LC
6443,Cuckooshrikes,Grauer's Cuckooshrike,Ceblepyris graueri,NT,LC
6444,Cuckooshrikes,White-breasted Cuckooshrike,Ceblepyris pectoralis,LC,LC
6445,Cuckooshrikes,Grey Cuckooshrike,Ceblepyris caesius,LC,LC
6446,Cuckooshrikes,Black Cuckooshrike,Campephaga flava,LC,LC
6447,Cuckooshrikes,Petit's Cuckooshrike,Campephaga petiti,LC,LC
6448,Cuckooshrikes,Red-shouldered Cuckooshrike,Campephaga phoenicea,LC,LC
6449,Cuckooshrikes,Purple-throated Cuckooshrike,Campephaga quiscalina,LC,LC
6450,Cuckooshrikes,Western Wattled Cuckooshrike,Lobotos lobatus,VU,VU
6451,Cuckooshrikes,Eastern Wattled Cuckooshrike,Lobotos oriolinus,DD,DD
6452,Cuckooshrikes,Golden Cuckooshrike,Campochaera sloetii,LC,LC
6453,Cuckooshrikes,McGregor's Cuckooshrike,Malindangia mcgregori,LC,LC
6454,Cuckooshrikes,New Caledonian Cicadabird,Edolisoma anale,NT,NT
6455,Cuckooshrikes,White-winged Cicadabird,Edolisoma ostentum,VU,VU
6456,Cuckooshrikes,Blackish Cicadabird,Edolisoma coerulescens,LC,LC
6457,Cuckooshrikes,Black-bellied Cicadabird,Edolisoma montanum,LC,LC
6458,Cuckooshrikes,Sumba Cicadabird,Edolisoma dohertyi,LC,LC
6459,Cuckooshrikes,Kai Cicadabird,Edolisoma dispar,NT,LC
6460,Cuckooshrikes,Grey-headed Cicadabird,Edolisoma schisticeps,LC,LC
6461,Cuckooshrikes,Pale Cicadabird,Edolisoma ceramense,LC,LC
6462,Cuckooshrikes,Black-bibbed Cicadabird,Edolisoma mindanense,VU,VU
6463,Cuckooshrikes,Makira Cicadabird,Edolisoma salomonis,LC,LC
6464,Cuckooshrikes,Solomon Cicadabird,Edolisoma holopolium,NT,NT
6465,Cuckooshrikes,New Georgia Cicadabird,Edolisoma pygmaeum,NT,NT
6466,Cuckooshrikes,Sulawesi Cicadabird,Edolisoma morio,LC,LC
6467,Cuckooshrikes,Black-shouldered Cicadabird,Edolisoma incertum,LC,LC
6468,Cuckooshrikes,Melanesian Cicadabird,Edolisoma remotum,LC,LC
6469,Cuckooshrikes,Sula Cicadabird,Edolisoma sula,LC,LC
6470,Cuckooshrikes,Slender-billed Cicadabird,Edolisoma tenuirostre,LC,LC
6471,Cuckooshrikes,Moluccan Cicadabird,Edolisoma grayi,LC,LC
6472,Cuckooshrikes,Obi Cicadabird,Edolisoma obiense,LC,LC
6473,Cuckooshrikes,Geelvink Cicadabird,Edolisoma meyerii,LC,LC
6474,Cuckooshrikes,Rossel Cicadabird,Edolisoma rostratum,DD,DD
6475,Cuckooshrikes,Palau Cicadabird,Edolisoma monacha,LC,LC
6476,Cuckooshrikes,Yap Cicadabird,Edolisoma nesiotis,EN,EN
6477,Cuckooshrikes,Pohnpei Cicadabird,Edolisoma insperatum,EN,EN
6478,Cuckooshrikes,New Guinea Cicadabird,Edolisoma melas,LC,LC
6479,Cuckooshrikes,Halmahera Cicadabird,Edolisoma parvulum,LC,
6480,Cuckooshrikes,Pygmy Cuckooshrike,Celebesica abbotti,LC,LC
6481,Cuckooshrikes,Blue Cuckooshrike,Cyanograucalus azureus,LC,LC
6482,Cuckooshrikes,Polynesian Triller,Lalage maculosa,LC,LC
6483,Cuckooshrikes,Samoan Triller,Lalage sharpei,NT,NT
6484,Cuckooshrikes,White-shouldered Triller,Lalage sueurii,LC,LC
6485,Cuckooshrikes,Long-tailed Triller,Lalage leucopyga,LC,LC
6486,Cuckooshrikes,White-winged Triller,Lalage tricolor,LC,LC
6487,Cuckooshrikes,Rufous-bellied Triller,Lalage aurea,LC,LC
6488,Cuckooshrikes,Black-browed Triller,Lalage atrovirens,LC,LC
6489,Cuckooshrikes,Biak Triller,Lalage leucoptera,NT,NT
6490,Cuckooshrikes,Tanimbar Triller,Lalage moesta,LC,LC
6491,Cuckooshrikes,Varied Triller,Lalage leucomela,LC,LC
6492,Cuckooshrikes,Mussau Triller,Lalage conjuncta,VU,VU
6493,Cuckooshrikes,Northern Black-and-white Triller,Lalage melanoleuca,LC,LC
6494,Cuckooshrikes,Southern Black-and-white Triller,Lalage minor,LC,LC
6495,Cuckooshrikes,Pied Triller,Lalage nigra,LC,LC
6496,Cuckooshrikes,White-rumped Triller,Lalage leucopygialis,LC,LC
6497,Cuckooshrikes,Black-winged Cuckooshrike,Lalage melaschistos,LC,LC
6498,Cuckooshrikes,Black-headed Cuckooshrike,Lalage melanoptera,LC,LC
6499,Cuckooshrikes,Indochinese Cuckooshrike,Lalage polioptera,LC,LC
6500,Cuckooshrikes,Lesser Cuckooshrike,Lalage fimbriata,LC,LC
6501,Cuckooshrikes,Mauritius Cuckooshrike,Lalage typica,VU,VU
6502,Cuckooshrikes,Reunion Cuckooshrike,Lalage newtoni,CR,CR
6503,Berryhunter,Mottled Berryhunter,Rhagologus leucostigma,LC,LC
6504,Woodswallows and butcherbirds,Lowland Peltops,Peltops blainvillii,LC,LC
6505,Woodswallows and butcherbirds,Mountain Peltops,Peltops montanus,LC,LC
6506,Woodswallows and butcherbirds,Black Currawong,Strepera fuliginosa,LC,LC
6507,Woodswallows and butcherbirds,Pied Currawong,Strepera graculina,LC,LC
6508,Woodswallows and butcherbirds,Grey Currawong,Strepera versicolor,LC,LC
6509,Woodswallows and butcherbirds,Black Butcherbird,Melloria quoyi,LC,LC
6510,Woodswallows and butcherbirds,Australian Magpie,Gymnorhina tibicen,LC,LC
6511,Woodswallows and butcherbirds,Hooded Butcherbird,Cracticus cassicus,LC,LC
6512,Woodswallows and butcherbirds,Tagula Butcherbird,Cracticus louisiadensis,DD,NT
6513,Woodswallows and butcherbirds,Pied Butcherbird,Cracticus nigrogularis,LC,LC
6514,Woodswallows and butcherbirds,Grey Butcherbird,Cracticus torquatus,LC,LC
6515,Woodswallows and butcherbirds,Silver-backed Butcherbird,Cracticus argenteus,LC,LC
6516,Woodswallows and butcherbirds,Black-backed Butcherbird,Cracticus mentalis,LC,LC
6517,Woodswallows and butcherbirds,Masked Woodswallow,Artamus personatus,LC,LC
6518,Woodswallows and butcherbirds,White-browed Woodswallow,Artamus superciliosus,LC,LC
6519,Woodswallows and butcherbirds,Dusky Woodswallow,Artamus cyanopterus,LC,LC
6520,Woodswallows and butcherbirds,Black-faced Woodswallow,Artamus cinereus,LC,LC
6521,Woodswallows and butcherbirds,Little Woodswallow,Artamus minor,LC,LC
6522,Woodswallows and butcherbirds,Great Woodswallow,Artamus maximus,LC,LC
6523,Woodswallows and butcherbirds,White-breasted Woodswallow,Artamus leucoryn,LC,LC
6524,Woodswallows and butcherbirds,Fiji Woodswallow,Artamus mentalis,LC,LC
6525,Woodswallows and butcherbirds,White-backed Woodswallow,Artamus insignis,LC,LC
6526,Woodswallows and butcherbirds,Ivory-backed Woodswallow,Artamus monachus,LC,LC
6527,Woodswallows and butcherbirds,Ashy Woodswallow,Artamus fuscus,LC,LC
6528,Boatbills,Yellow-breasted Boatbill,Machaerirhynchus flaviventer,LC,LC
6529,Boatbills,Black-breasted Boatbill,Machaerirhynchus nigripectus,LC,LC
6530,Vangas and allies,Archbold's Newtonia,Newtonia archboldi,LC,LC
6531,Vangas and allies,Common Newtonia,Newtonia brunneicauda,LC,LC
6532,Vangas and allies,Red-tailed Newtonia,Newtonia fanovanae,VU,VU
6533,Vangas and allies,Dark Newtonia,Newtonia amphichroa,LC,LC
6534,Vangas and allies,Tylas Vanga,Tylas eduardi,LC,LC
6535,Vangas and allies,Red-tailed Vanga,Calicalicus madagascariensis,LC,LC
6536,Vangas and allies,Red-shouldered Vanga,Calicalicus rufocarpalis,VU,VU
6537,Vangas and allies,Nuthatch Vanga,Hypositta corallirostris,LC,LC
6538,Vangas and allies,Chabert Vanga,Leptopterus chabert,LC,LC
6539,Vangas and allies,Comoro Blue Vanga,Cyanolanius comorensis,EN,EN
6540,Vangas and allies,Madagascar Blue Vanga,Cyanolanius madagascarinus,LC,LC
6541,Vangas and allies,Crossley's Vanga,Mystacornis crossleyi,LC,LC
6542,Vangas and allies,Ward's Flycatcher,Pseudobias wardi,LC,LC
6543,Vangas and allies,Hook-billed Vanga,Vanga curvirostris,LC,LC
6544,Vangas and allies,Rufous Vanga,Schetba rufa,LC,LC
6545,Vangas and allies,Helmet Vanga,Euryceros prevostii,EN,EN
6546,Vangas and allies,Pollen's Vanga,Xenopirostris polleni,NT,NT
6547,Vangas and allies,Lafresnaye's Vanga,Xenopirostris xenopirostris,LC,NT
6548,Vangas and allies,Van Dam's Vanga,Xenopirostris damii,EN,EN
6549,Vangas and allies,Bernier's Vanga,Oriolia bernieri,EN,EN
6550,Vangas and allies,Sickle-billed Vanga,Falculea palliata,LC,LC
6551,Vangas and allies,White-headed Vanga,Artamella viridis,LC,LC
6552,Vangas and allies,White-crested Helmetshrike,Prionops plumatus,LC,LC
6553,Vangas and allies,Grey-crested Helmetshrike,Prionops poliolophus,NT,NT
6554,Vangas and allies,Yellow-crested Helmetshrike,Prionops alberti,VU,VU
6555,Vangas and allies,Red-billed Helmetshrike,Prionops caniceps,LC,LC
6556,Vangas and allies,Rufous-bellied Helmetshrike,Prionops rufiventris,LC,LC
6557,Vangas and allies,Retz's Helmetshrike,Prionops retzii,LC,LC
6558,Vangas and allies,Gabela Helmetshrike,Prionops gabela,EN,EN
6559,Vangas and allies,Chestnut-fronted Helmetshrike,Prionops scopifrons,LC,LC
6560,Vangas and allies,Bar-winged Flycatcher-shrike,Hemipus picatus,LC,LC
6561,Vangas and allies,Black-winged Flycatcher-shrike,Hemipus hirundinaceus,LC,LC
6562,Vangas and allies,Malabar Woodshrike,Tephrodornis sylvicola,LC,LC
6563,Vangas and allies,Large Woodshrike,Tephrodornis virgatus,LC,LC
6564,Vangas and allies,Common Woodshrike,Tephrodornis pondicerianus,LC,LC
6565,Vangas and allies,Sri Lanka Woodshrike,Tephrodornis affinis,LC,LC
6566,Vangas and allies,African Shrike-flycatcher,Megabyas flammulatus,LC,LC
6567,Vangas and allies,Black-and-white Shrike-flycatcher,Bias musicus,LC,LC
6568,Vangas and allies,Rufous-winged Philentoma,Philentoma pyrhoptera,LC,LC
6569,Vangas and allies,Maroon-breasted Philentoma,Philentoma velata,NT,NT
6570,Batises and wattle-eyes,Ground Batis,Lanioturdus torquatus,LC,LC
6571,Batises and wattle-eyes,Ruwenzori Batis,Batis diops,LC,LC
6572,Batises and wattle-eyes,Margaret's Batis,Batis margaritae,LC,LC
6573,Batises and wattle-eyes,Forest Batis,Batis mixta,LC,LC
6574,Batises and wattle-eyes,Reichenow's Batis,Batis reichenowi,LC,NT
6575,Batises and wattle-eyes,Dark Batis,Batis crypta,LC,LC
6576,Batises and wattle-eyes,Malawi Batis,Batis dimorpha,LC,LC
6577,Batises and wattle-eyes,Cape Batis,Batis capensis,LC,LC
6578,Batises and wattle-eyes,Woodwards' Batis,Batis fratrum,LC,LC
6579,Batises and wattle-eyes,Chinspot Batis,Batis molitor,LC,LC
6580,Batises and wattle-eyes,Senegal Batis,Batis senegalensis,LC,LC
6581,Batises and wattle-eyes,Grey-headed Batis,Batis orientalis,LC,LC
6582,Batises and wattle-eyes,East Coast Batis,Batis soror,LC,LC
6583,Batises and wattle-eyes,Pririt Batis,Batis pririt,LC,LC
6584,Batises and wattle-eyes,Eastern Black-headed Batis,Batis minor,LC,LC
6585,Batises and wattle-eyes,Western Black-headed Batis,Batis erlangeri,LC,LC
6586,Batises and wattle-eyes,Pygmy Batis,Batis perkeo,LC,LC
6587,Batises and wattle-eyes,Angola Batis,Batis minulla,LC,LC
6588,Batises and wattle-eyes,Gabon Batis,Batis minima,LC,LC
6589,Batises and wattle-eyes,Ituri Batis,Batis ituriensis,LC,LC
6590,Batises and wattle-eyes,West African Batis,Batis occulta,LC,LC
6591,Batises and wattle-eyes,Bioko Batis,Batis poensis,LC,LC
6592,Batises and wattle-eyes,West African Wattle-eye,Dyaphorophyia hormophora,LC,LC
6593,Batises and wattle-eyes,Chestnut Wattle-eye,Dyaphorophyia castanea,LC,LC
6594,Batises and wattle-eyes,White-spotted Wattle-eye,Dyaphorophyia tonsa,LC,LC
6595,Batises and wattle-eyes,Red-cheeked Wattle-eye,Dyaphorophyia blissetti,LC,LC
6596,Batises and wattle-eyes,Black-necked Wattle-eye,Dyaphorophyia chalybea,LC,LC
6597,Batises and wattle-eyes,Jameson's Wattle-eye,Dyaphorophyia jamesoni,LC,LC
6598,Batises and wattle-eyes,Rufous-bellied Wattle-eye,Dyaphorophyia concreta,LC,LC
6599,Batises and wattle-eyes,Yellow-bellied Wattle-eye,Dyaphorophyia ansorgei,LC,LC
6600,Batises and wattle-eyes,Brown-throated Wattle-eye,Platysteira cyanea,LC,LC
6601,Batises and wattle-eyes,White-fronted Wattle-eye,Platysteira albifrons,NT,NT
6602,Batises and wattle-eyes,Banded Wattle-eye,Platysteira laticincta,EN,EN
6603,Batises and wattle-eyes,Black-throated Wattle-eye,Platysteira peltata,LC,LC
6604,Ioras,Common Iora,Aegithina tiphia,LC,LC
6605,Ioras,Marshall's Iora,Aegithina nigrolutea,LC,LC
6606,Ioras,Green Iora,Aegithina viridissima,NT,NT
6607,Ioras,Great Iora,Aegithina lafresnayei,LC,LC
6608,Bristlehead,Bornean Bristlehead,Pityriasis gymnocephala,NT,VU
6609,Bush-shrikes,Fiery-breasted Bush-shrike,Malaconotus cruentus,LC,LC
6610,Bush-shrikes,Grey-headed Bush-shrike,Malaconotus blanchoti,LC,LC
6611,Bush-shrikes,Monteiro's Bush-shrike,Malaconotus monteiri,NT,NT
6612,Bush-shrikes,Lagden's Bush-shrike,Malaconotus lagdeni,NT,NT
6613,Bush-shrikes,Green-breasted Bush-shrike,Malaconotus gladiator,VU,VU
6614,Bush-shrikes,Uluguru Bush-shrike,Malaconotus alius,EN,EN
6615,Bush-shrikes,Sabine's Puffback,Dryoscopus sabini,LC,LC
6616,Bush-shrikes,Pink-footed Puffback,Dryoscopus angolensis,LC,LC
6617,Bush-shrikes,Red-eyed Puffback,Dryoscopus senegalensis,LC,LC
6618,Bush-shrikes,Black-backed Puffback,Dryoscopus cubla,LC,LC
6619,Bush-shrikes,Northern Puffback,Dryoscopus gambensis,LC,LC
6620,Bush-shrikes,Pringle's Puffback,Dryoscopus pringlii,LC,LC
6621,Bush-shrikes,Marsh Tchagra,Bocagia minuta,LC,LC
6622,Bush-shrikes,Brown-crowned Tchagra,Tchagra australis,LC,LC
6623,Bush-shrikes,Three-streaked Tchagra,Tchagra jamesi,LC,LC
6624,Bush-shrikes,Southern Tchagra,Tchagra tchagra,LC,LC
6625,Bush-shrikes,Black-crowned Tchagra,Tchagra senegalus,LC,LC
6626,Bush-shrikes,Brubru,Nilaus afer,LC,LC
6627,Bush-shrikes,Mount Kupe Bush-shrike,Chlorophoneus kupeensis,EN,EN
6628,Bush-shrikes,Many-coloured Bush-shrike,Chlorophoneus multicolor,LC,LC
6629,Bush-shrikes,Black-fronted Bush-shrike,Chlorophoneus nigrifrons,LC,LC
6630,Bush-shrikes,Olive Bush-shrike,Chlorophoneus olivaceus,LC,LC
