Family,Common name,Scientific name,2018 IUCN Red List category
New World vultures,Andean Condor,Vultur gryphus,NT
Secretarybird,Secretarybird,Sagittarius serpentarius,VU
Osprey,Osprey,Pandion haliaetus,LC
"Hawks, eagles",Black-winged Kite,Elanus caeruleus,LC
"Hawks, eagles",Black-shouldered Kite,Elanus axillaris,LC
"Hawks, eagles",White-tailed Kite,Elanus leucurus,LC
"Hawks, eagles",Letter-winged Kite,Elanus scriptus,NT
"Hawks, eagles",Pearl Kite,Gampsonyx swainsonii,LC
"Hawks, eagles",Scissor-tailed Kite,Chelictinia riocourii,LC
"Hawks, eagles",Grey-headed Kite,Leptodon cayanensis,LC
"Hawks, eagles",White-collared Kite,Leptodon forbesi,EN
"Hawks, eagles",Hook-billed Kite,Chondrohierax uncinatus,LC
"Hawks, eagles",Cuban Kite,Chondrohierax wilsonii,CR
"Hawks, eagles",Swallow-tailed Kite,Elanoides forficatus,LC
"Hawks, eagles",European Honey-buzzard,Pernis apivorus,LC
"Hawks, eagles",Oriental Honey-buzzard,Pernis ptilorhynchus,LC
"Hawks, eagles",Sulawesi Honey-buzzard,Pernis celebensis,LC
"Hawks, eagles",Philippine Honey-buzzard,Pernis steerei,LC
"Hawks, eagles",Black-breasted Buzzard,Hamirostra melanosternon,LC
"Hawks, eagles",Square-tailed Kite,Lophoictinia isura,LC
"Hawks, eagles",Long-tailed Honey-buzzard,Henicopernis longicauda,LC
"Hawks, eagles",Black Honey-buzzard,Henicopernis infuscatus,VU
"Hawks, eagles",African Cuckoo-hawk,Aviceda cuculoides,LC
"Hawks, eagles",Madagascar Cuckoo-hawk,Aviceda madagascariensis,LC
"Hawks, eagles",Jerdon's Baza,Aviceda jerdoni,LC
"Hawks, eagles",Pacific Baza,Aviceda subcristata,LC
"Hawks, eagles",Black Baza,Aviceda leuphotes,LC
"Hawks, eagles",Madagascar Serpent-eagle,Eutriorchis astur,EN
"Hawks, eagles",African Harrier-hawk,Polyboroides typus,LC
"Hawks, eagles",Madagascar Harrier-hawk,Polyboroides radiatus,LC
"Hawks, eagles",Palm-nut Vulture,Gypohierax angolensis,LC
"Hawks, eagles",Bearded Vulture,Gypaetus barbatus,NT
"Hawks, eagles",Egyptian Vulture,Neophron percnopterus,EN
"Hawks, eagles",Crested Serpent-eagle,Spilornis cheela,LC
"Hawks, eagles",Philippine Serpent-eagle,Spilornis holospilus,LC
"Hawks, eagles",Great Nicobar Serpent-eagle,Spilornis klossi,NT
"Hawks, eagles",Kinabalu Serpent-eagle,Spilornis kinabaluensis,VU
"Hawks, eagles",Sulawesi Serpent-eagle,Spilornis rufipectus,LC
"Hawks, eagles",Andaman Serpent-eagle,Spilornis elgini,VU
"Hawks, eagles",Congo Serpent-eagle,Dryotriorchis spectabilis,LC
"Hawks, eagles",Bateleur,Terathopius ecaudatus,NT
"Hawks, eagles",Philippine Eagle,Pithecophaga jefferyi,CR
"Hawks, eagles",Short-toed Snake-eagle,Circaetus gallicus,LC
"Hawks, eagles",Beaudouin's Snake-eagle,Circaetus beaudouini,VU
"Hawks, eagles",Black-chested Snake-eagle,Circaetus pectoralis,LC
"Hawks, eagles",Brown Snake-eagle,Circaetus cinereus,LC
"Hawks, eagles",Southern Banded Snake-eagle,Circaetus fasciolatus,NT
"Hawks, eagles",Western Banded Snake-eagle,Circaetus cinerascens,LC
"Hawks, eagles",Red-headed Vulture,Sarcogyps calvus,CR
"Hawks, eagles",White-headed Vulture,Trigonoceps occipitalis,CR
"Hawks, eagles",Hooded Vulture,Necrosyrtes monachus,CR
"Hawks, eagles",Himalayan Griffon,Gyps himalayensis,NT
"Hawks, eagles",White-rumped Vulture,Gyps bengalensis,CR
"Hawks, eagles",White-backed Vulture,Gyps africanus,CR
"Hawks, eagles",Indian Vulture,Gyps indicus,CR
"Hawks, eagles",Slender-billed Vulture,Gyps tenuirostris,CR
"Hawks, eagles",Cape Vulture,Gyps coprotheres,EN
"Hawks, eagles",Rüppell's Vulture,Gyps rueppelli,CR
"Hawks, eagles",Griffon Vulture,Gyps fulvus,LC
"Hawks, eagles",Cinereous Vulture,Aegypius monachus,NT
"Hawks, eagles",Lappet-faced Vulture,Torgos tracheliotos,EN
"Hawks, eagles",Bat Hawk,Macheiramphus alcinus,LC
"Hawks, eagles",Papuan Eagle,Harpyopsis novaeguineae,VU
"Hawks, eagles",Crested Eagle,Morphnus guianensis,NT
"Hawks, eagles",Harpy Eagle,Harpia harpyja,NT
"Hawks, eagles",Crowned Eagle,Stephanoaetus coronatus,NT
"Hawks, eagles",Mountain Hawk-eagle,Nisaetus nipalensis,LC
"Hawks, eagles",Javan Hawk-eagle,Nisaetus bartelsi,EN
"Hawks, eagles",Wallace's Hawk-eagle,Nisaetus nanus,VU
"Hawks, eagles",Blyth's Hawk-eagle,Nisaetus alboniger,LC
"Hawks, eagles",Sulawesi Hawk-eagle,Nisaetus lanceolatus,LC
"Hawks, eagles",North Philippine Hawk-eagle,Nisaetus philippensis,EN
"Hawks, eagles",South Philippine Hawk-eagle,Nisaetus pinskeri,EN
"Hawks, eagles",Changeable Hawk-eagle,Nisaetus cirrhatus,LC
"Hawks, eagles",Flores Hawk-eagle,Nisaetus floris,CR
"Hawks, eagles",Rufous-bellied Eagle,Lophotriorchis kienerii,NT
"Hawks, eagles",Martial Eagle,Polemaetus bellicosus,VU
"Hawks, eagles",Black Hawk-eagle,Spizaetus tyrannus,LC
"Hawks, eagles",Black-and-white Hawk-eagle,Spizaetus melanoleucus,LC
"Hawks, eagles",Ornate Hawk-eagle,Spizaetus ornatus,NT
"Hawks, eagles",Black-and-chestnut Eagle,Spizaetus isidori,EN
"Hawks, eagles",Black Eagle,Ictinaetus malaiensis,LC
"Hawks, eagles",Long-crested Eagle,Lophaetus occipitalis,LC
"Hawks, eagles",Lesser Spotted Eagle,Clanga pomarina,LC
"Hawks, eagles",Indian Spotted Eagle,Clanga hastata,VU
"Hawks, eagles",Greater Spotted Eagle,Clanga clanga,VU
"Hawks, eagles",Tawny Eagle,Aquila rapax,VU
"Hawks, eagles",Steppe Eagle,Aquila nipalensis,EN
"Hawks, eagles",Spanish Imperial Eagle,Aquila adalberti,VU
"Hawks, eagles",Eastern Imperial Eagle,Aquila heliaca,VU
"Hawks, eagles",Gurney's Eagle,Aquila gurneyi,NT
"Hawks, eagles",Golden Eagle,Aquila chrysaetos,LC
"Hawks, eagles",Wedge-tailed Eagle,Aquila audax,LC
"Hawks, eagles",Verreaux's Eagle,Aquila verreauxii,LC
"Hawks, eagles",Bonelli's Eagle,Aquila fasciata,LC
"Hawks, eagles",African Hawk-eagle,Aquila spilogaster,LC
"Hawks, eagles",Cassin's Hawk-eagle,Aquila africana,LC
"Hawks, eagles",Wahlberg's Eagle,Hieraaetus wahlbergi,LC
"Hawks, eagles",Booted Eagle,Hieraaetus pennatus,LC
"Hawks, eagles",Pygmy Eagle,Hieraaetus weiskei,LC
"Hawks, eagles",Little Eagle,Hieraaetus morphnoides,LC
"Hawks, eagles",Ayres's Hawk-eagle,Hieraaetus ayresii,LC
"Hawks, eagles",Lizard Buzzard,Kaupifalco monogrammicus,LC
"Hawks, eagles",Dark Chanting-goshawk,Melierax metabates,LC
"Hawks, eagles",Pale Chanting-goshawk,Melierax canorus,LC
"Hawks, eagles",Eastern Chanting-goshawk,Melierax poliopterus,LC
"Hawks, eagles",Gabar Goshawk,Micronisus gabar,LC
